page_number,company_name,email_count,emails,phones,websites,founded_year,employees,profile_url
12,EK KATHA,1,info@ekkathaclothing.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/ek-katha
12,plasticity.,1,plasticityplastic@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,1-4,https://www.commonobjective.co/plasticity
12,House of Attuendo,1,houseofattuendo@zoho.com,,http://www.attuendo.com; https://www.google-analytics.com; https://www.google.com,2009,250-999,https://www.commonobjective.co/house-of-attuendo
12,Weaving Women Bolivia,1,wwbolivia@gmail.com,,https://www.google-analytics.com; http://www.wwbolivia.com; https://www.google.com,2009,,https://www.commonobjective.co/weaving-women-bolivia
12,"Tintex Textiles, S.A.",1,ana.silva@tintextextiles.com,+351251708200,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1998,50-249,https://www.commonobjective.co/tintex-textiles-s-a
12,Artisans Of Fashion,1,peterwilliamnaughton@gmail.com,,www.artisansoffashion.com; https://www.google-analytics.com; https://www.google.com,2011,,https://www.commonobjective.co/artisans-of-fashion
12,Presca Teamwear,1,pete@grnbikewear.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,,https://www.commonobjective.co/presca-teamwear
12,BLACKHORSE LANE ATELIERS,1,annie@blackhorselane.com,02085317772,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,10-49,https://www.commonobjective.co/blackhorse-lane-ateliers
12,Harmony Art,1,harmony@harmonyart.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2005,,https://www.commonobjective.co/harmony-art
12,Wildlife Works,1,joyce@wildlifeworks.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2001,50-249,https://www.commonobjective.co/wildlife-works
12,KNK-KANAKA,1,k.slezak@knk-kanaka.pl,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2004,10-49,https://www.commonobjective.co/knk-kanaka
12,Handspun cashmere house in Nepal,1,production@handspuncashmerehouse.com,+977 9869310989,http://www.ultrafinecashmere.com; www.google.com; https://www.googletagmanager.com,,,https://www.commonobjective.co/handspun-cashmere-house-in-nepal
12,Yousstex International,1,eva@mudjeans.eu,+31683323484,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1990,250-999,https://www.commonobjective.co/yousstex-international
13,The Sustainable Sequin Company,1,rachel@thesustainablesequincompany.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,1-4,https://www.commonobjective.co/the-sustainable-sequin-company
13,Generation Next Fashions Ltd.,1,kearra@gnf-bd.com,,https://www.google-analytics.com; https://www.google.com; www.gnf-bd.com,2006,,https://www.commonobjective.co/generation-next-fashions-ltd
13,A and A Eco Products,1,marketingaaeco@gmail.com,+919810319384,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,2005,10-49,https://www.commonobjective.co/a-and-a-eco-products
13,Atellier Organic. Joyas de Autor,1,nathalie.cervantes34@outlook.com,(521)3311488,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2011,1-4,https://www.commonobjective.co/atellier-organic-joyas-de-autor
13,Barkha's Custom Sourcing,0,,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1991,1-4,https://www.commonobjective.co/barkha-s-custom-sourcing
13,ELKA BRANDS,1,hemantha@elkabrands.com,+94776552521,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2025,5-9,https://www.commonobjective.co/elka-brands-1
13,Xurius Embroideries,1,dildar@xuriusembroideries.com,+91 9987303004,https://www.google-analytics.com; http://www.xuriusembroideries.com; https://www.google.com,2018,50-249,https://www.commonobjective.co/xurius-embroideries
13,PC GLOBAL FASHION,1,adrianpb_098@hotmail.com,+593992918387,www.google.com; http://www.pcglobalfashion.com; https://www.googletagmanager.com,1993,250-999,https://www.commonobjective.co/pc-global-fashion
13,Spataro Napoli,1,mario.villegas@spataro.com.co,+573228839484,https://www.google-analytics.com; http://spataro.com.co; https://www.google.com,1967,250-999,https://www.commonobjective.co/spataro-napoli
13,Lula Mena,1,international@lulamena.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2011,10-49,https://www.commonobjective.co/lula-mena-1
13,The Roots project,1,gmalish17@gmail.com,+211916658206,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,2009,50-249,https://www.commonobjective.co/the-roots-project
13,Caryla Lifestyle,1,info@caryla.com,+919831213399,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2014,5-9,https://www.commonobjective.co/caryla-lifestyle
13,Libertina,0,,+44 1273724586,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,5-9,https://www.commonobjective.co/libertina
13,Sourcing by F.ABLE,1,monicagkim@graceus.co.kr,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2019,1-4,https://www.commonobjective.co/monica-g-kim
13,NAIDON,1,naidonita@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/naidon
13,Artisan Links,1,zardozitahira@gmail.com,+923008596747,https://www.google-analytics.com; www.artisanlinks.com; https://www.google.com,2017,5-9,https://www.commonobjective.co/artisan-links
13,Fashion Circle,1,sk@fashioncircle.co.in,+918861219292,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/fashion-circle
13,Humanity Centred Designs,1,info@humanitycentreddesigns.com,07424877759,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/humanity-centred-designs
13,TradeAider,1,sussiechen@tradeaider.com,+86 13827080112,http://www.tradeaider.com; www.tradeaider.com; https://www.google-analytics.com,2010,1000+,https://www.commonobjective.co/tradeaider
13,7 Leagues Leather,2,sustainability@7leagues.com; tasha@7leagues.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,1-4,https://www.commonobjective.co/7-leagues-leather
14,Rose Corps,1,naomi@rosecorps.com,07496939117,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,1-4,https://www.commonobjective.co/rose-corps
14,Franky Dune Fashion Agency,1,earthyaky@gmail.com,,http://www.frankydune.com; www.google.com; https://www.googletagmanager.com,,,https://www.commonobjective.co/franky-dune
14,"In-Fashion International Co.,Ltd",2,melody@in-fashion.com.tw; sigrid@in-fashion.com.tw,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1996,,https://www.commonobjective.co/in-fashion-international-co-ltd
14,HayFay,2,dallin@streamlinearch.com; zackleefaisal@gmail.com,,https://www.google-analytics.com; https://www.google.com; www.hayfay.shop,,5-9,https://www.commonobjective.co/hayfay
14,RokNDol,0,,+44 07930346148; 07930346148,https://www.google-analytics.com; http://RokNDol.com; https://www.google.com,2020,1-4,https://www.commonobjective.co/rokndol
14,Zinfinity,1,zinfinity@zinfinity.co.uk,07944974891,https://www.google-analytics.com; www.zinfinity.co.uk; https://www.google.com,2004,1-4,https://www.commonobjective.co/zinfinity
14,Dansez,2,peter.thompson@dans-ez.com; mark.carney@reidmark.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1975,5-9,https://www.commonobjective.co/dansez
14,MbiOulou,1,contact@mbioulou.com,+237651359480,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,,1-4,https://www.commonobjective.co/mbioulou
14,Conserve India,1,kanikaahuja27@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2008,,https://www.commonobjective.co/conserve-india
14,Cashmere Direct,1,douglas@cashmere-direct.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1986,250-999,https://www.commonobjective.co/cashmere-direct
14,ZIPLINE,1,zainaniyaz@gmail.com,+918015179955,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,5-9,https://www.commonobjective.co/zipline
14,"SUZHOU 2-PLY FASHION CO.,LTD",1,amanda.zhang@2-ply.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1993,50-249,https://www.commonobjective.co/suzhou-2-ply-fashion-co-ltd
14,La Tierra,1,hi.latierra@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,1-4,https://www.commonobjective.co/la-tierra
14,Pattern Project,2,shruti@hetco.io; simon@pattern-project.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,1-4,https://www.commonobjective.co/pattern-project
14,Limpapeh Handmade,1,limpapehhandmade@gmail.com,,www.youtube.com; https://www.google-analytics.com; https://www.google.com,2013,5-9,https://www.commonobjective.co/limpapeh-handmade
14,Samposhan®,1,mamtajain@samposhan.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,,https://www.commonobjective.co/samposhan-r
14,Armadillo Artisan Producer,1,armadillostores@gmail.com,+593999222024,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,50-249,https://www.commonobjective.co/armadillo-artisan-producer
14,INDUO®,1,pauline@induo.fr,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2014,10-49,https://www.commonobjective.co/induo-r
14,James Tailoring,1,jamestailoring@hotmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,1-4,https://www.commonobjective.co/james-tailoring
14,Returnity,1,mike@returnity.co,,https://www.forbes.com; www.google.com; www.forbes.com,2017,1-4,https://www.commonobjective.co/returnity
15,TANIA FRANCISCA ARTE Y DISEÑO,1,info@taniafrancisca.com,+593993770869,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1999,1-4,https://www.commonobjective.co/tania-francisca-arte-y-diseno-2
15,Luxury Lockstitch UK Ltd,1,lucyminty@lluk.co,,www.lluk.co; www.google.com; https://www.googletagmanager.com,2018,10-49,https://www.commonobjective.co/luxury-lockstitch-uk-ltd
15,The Fabric Sales,1,allison@thefabricsales.com,,www.thefabricsales.com; https://www.google-analytics.com; https://www.google.com,2019,5-9,https://www.commonobjective.co/the-fabric-sales
15,Cotton Creations,1,ntubbeh@cottoncreations.com.pe,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,2014,10-49,https://www.commonobjective.co/cotton-creations
15,Corectagua,1,cromero@corozoecological.com,,www.youtube.com; https://www.google-analytics.com; https://www.google.com,1988,1-4,https://www.commonobjective.co/corectagua
15,MIA Peru,1,mike@mia-peru.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2007,,https://www.commonobjective.co/mia-peru
15,Maeka,1,brenda@outlanddenim.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/maeka
15,Yee Fung Hong Ltd.,1,kelvin@yeefunghong.hk,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,1997,1000+,https://www.commonobjective.co/yee-fung-hong-ltd
15,minrl,1,paulandreac@hotmail.com,+393393518711,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2015,1-4,https://www.commonobjective.co/minrl
15,Cecilia Guarás,0,,,www.google.com; https://www.googletagmanager.com; https://ceciliaguaras.wixsite.com,2020,,https://www.commonobjective.co/cecilia-guaras
15,Dimpora,2,anna.beltzung@dimpora.com; nina.spoerri@dimpora.com,,www.youtube.com; https://www.google-analytics.com; https://www.google.com,2019,,https://www.commonobjective.co/dimpora
15,Prototype Global,1,hello@prototype.global,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,10-49,https://www.commonobjective.co/prototype-global
15,Magalilagam Vegan Bags,1,magalilagam@magalilagam.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2005,1-4,https://www.commonobjective.co/magalilagam-vegan-bags
15,Eco Garment Bags,1,sales@ecogarmentbags.com,+447473324657,https://www.google-analytics.com; www.ecogarmentbags.com; https://www.google.com,2018,5-9,https://www.commonobjective.co/eco-garment-bags
15,N2M Bulgaria Ltd,1,n2mbulgaria@gmail.com,,https://www.google-analytics.com; https://www.google.com; www.modnite.com,2016,5-9,https://www.commonobjective.co/n2m-bulgaria-ltd
15,DyStar,1,knoche.bernhard@dystar.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1995,,https://www.commonobjective.co/dystar
15,OMES,1,contact@omes.co,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,,https://www.commonobjective.co/omes
15,"Paramount Textile Mills P Ltd.,",1,ptmmadurai@gmail.com,,https://www.google-analytics.com; https://www.google.com; www.paramounttextiles.net,1979,250-999,https://www.commonobjective.co/paramount-textile-mills-p-ltd
15,TEKYN,3,marinedewaziers@gmail.com; donatien@tekyn.com; apolline@tekyn.com,,www.tekyn.com; www.google.com; https://www.googletagmanager.com,2017,50-249,https://www.commonobjective.co/tekyn
15,S A Y A Designs,1,corinna@sayadesigns.com,+447534855794,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,,https://www.commonobjective.co/s-a-y-a-designs
16,Huston Textile Company,0,,,www.youtube.com; https://www.google-analytics.com; http://hustontextile.com,2016,5-9,https://www.commonobjective.co/huston-textile-company
16,A.M. Custom Clothing,1,alex@amcustomclothing.co.uk,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2012,,https://www.commonobjective.co/a-m-custom-clothing
16,Annette Young,1,annetteyoungdesign@gmail.com,,https://www.google-analytics.com; http://www.annetteyoungdesign.com; https://www.google.com,2018,1-4,https://www.commonobjective.co/annette-young-business
16,RePack,1,jonne@repack.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,5-9,https://www.commonobjective.co/repack
16,Gosha (London) Limited,1,studio@goshalondon.co.uk,02089639801,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1996,10-49,https://www.commonobjective.co/gosha-london-limited
16,BlockTexx,1,graham.ross@kusagaathletic.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/blocktexx
16,The Remnant Warehouse,1,pr@theremnantwarehouse.com.au,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2001,10-49,https://www.commonobjective.co/the-remnant-warehouse
16,IRO IRO,1,bhaavya94@yahoo.com,+919829305825,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,,,https://www.commonobjective.co/iro-iro
16,ZUYA,1,uros.zupanc@zuya.si,,www.google.com; https://www.googletagmanager.com; www.zuya.si,1999,10-49,https://www.commonobjective.co/zuya
16,Bread & Butter Apparel LTD,1,kelly@breadandbutterapparel.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,5-9,https://www.commonobjective.co/bread-butter-apparel-ltd
16,INDIGART Designs LLC,1,mariajosedeleon@indigartdesigns.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/indigart-designs-llc
16,Textures Fashion,1,texturesclothing@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2009,10-49,https://www.commonobjective.co/textures-fashion
16,STSC. Sustainable Textile Supply Chain,1,contact@sustainabletextiles.club,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,1-4,https://www.commonobjective.co/stsc-sustainable-textile-supply-chain
16,ono collaborations,1,bernadette@onocreations.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,1-4,https://www.commonobjective.co/ono-collaborations
16,PMAXI knitwear,1,info@pmaxi.com,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,2016,,https://www.commonobjective.co/pmaxi-knitwear
16,Goel Community,1,goelplus@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2006,,https://www.commonobjective.co/goel-community
16,Lenzing,1,o.barlasbingul@lenzing.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1892,1000+,https://www.commonobjective.co/lenzing
16,Jacobs Well,1,bethisaac@jacobswell.biz,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,1994,5-9,https://www.commonobjective.co/jacobs-well
16,Threads London,1,sital@threads-london.com,+4401895347400,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,5-9,https://www.commonobjective.co/threads-london
16,The New Denim Project,2,danielaengelberg@gmail.com; arianne@iristextiles.com,+50222043900,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1956,50-249,https://www.commonobjective.co/the-new-denim-project
17,ElkAiva,1,hello@elkaiva.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/elkaiva
17,ED Studio Fashion Ltd,1,info@edstudio.fashion,07842718829,https://www.google-analytics.com; https://www.google.com; http://www.edstudio.fashion,2018,10-49,https://www.commonobjective.co/ed-studio-fashion-ltd
17,Kozanteks Textile | Clothing Manufacturer & Factory,1,info@kozanteks.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2003,250-999,https://www.commonobjective.co/kozanteks-textile-clothing-manufacturer-factory
17,RenewXe,1,dan.robenko@renewxe.com,+15195510905,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2023,1-4,https://www.commonobjective.co/renewxe
17,Afro Blonde,1,afroblonde.usa.sales@gmail.com,,www.youtube.com; https://www.google-analytics.com; https://www.google.com,2004,10-49,https://www.commonobjective.co/afro-blonde
17,Fabritech inc,1,sbowron@fabritech.us,,https://www.google-analytics.com; https://www.google.com; http://www.fabritech.us,2001,50-249,https://www.commonobjective.co/fabritech-inc
17,MALYA JEWELC CRAFT,1,rishi@malyajewelcraft.com,+919414078191,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2009,50-249,https://www.commonobjective.co/malya-jewelc-craft
17,"Virent, Inc.",1,brendan_ihde@virent.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2002,,https://www.commonobjective.co/virent-inc
17,Oesterland,1,contact@oesterland.world,,http://oesterland.world; https://www.google-analytics.com; https://www.google.com,2020,1-4,https://www.commonobjective.co/oesterland
17,Baytech - HMS (Hand Made Stone),1,beyza@hmswashing.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2019,10-49,https://www.commonobjective.co/baytech-hms-hand-made-stone
17,The Karur Fabrics,1,Dinesh@thekarurfabrics.com,,www.thekarurfabrics.com; https://www.google-analytics.com; https://www.google.com,1993,10-49,https://www.commonobjective.co/the-karur-fabrics
17,INVERSA Leathers,1,moriah@inversaleathers.com,,https://www.google-analytics.com; www.inversaleathers.com; http://www.inversaleathers.com,2020,,https://www.commonobjective.co/inversa-leathers
17,Matilda Flow Inclusion Foundation,1,sarah@makefashionclean.org,+19709883695,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2016,10-49,https://www.commonobjective.co/matilda-flow-inclusion-foundation
17,Last Yarn,1,piarve@colechi.com,,www.lastyarn.com; www.google.com; https://www.googletagmanager.com,2020,1-4,https://www.commonobjective.co/last-yarn
17,Chimuk Handknit,3,tkelly101@gmail.com; katie@handsonperu.org; rosabrem@hotmail.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2019,10-49,https://www.commonobjective.co/chimuk-handknit
17,MycoFutures,1,info@myceliumofthefuture.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,,https://www.commonobjective.co/mycofutures-north-atlantic
17,XDD Denim,2,nicohonghong@hotmail.com; kelvin@xdddenim.com,,https://www.google-analytics.com; https://www.google.com; http://www.xdd-textile.com,2013,250-999,https://www.commonobjective.co/xdd-denim
17,Deblina Basu,1,abhivyakti.garments@gmail.com,+91 9891330426,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,10-49,https://www.commonobjective.co/deblina-basu-1
17,Circular Fiber Tech,1,elena@circularfibertech.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/circular-fiber-tech
17,DGrade FZ-LLC,1,rebecca.rich@dgrade.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,10-49,https://www.commonobjective.co/dgrade-fz-llc-2
18,RC SOURCING,1,Hamza@ramadancorporation.com,+923018265252,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,5-9,https://www.commonobjective.co/rc-sourcing
18,Marasim,1,nidhi@marasim.co,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2014,5-9,https://www.commonobjective.co/marasim
18,Vicunha,1,m.carolina@vicunha.com.br,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1960,1000+,https://www.commonobjective.co/vicunha
18,Cara & Baldi,1,paula.machado.grajales@gmail.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,1-4,https://www.commonobjective.co/cara-baldi
18,Vinylife by CAÍMI,1,mchacon@caimi.cl,+56988035627,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1947,50-249,https://www.commonobjective.co/vinylife-by-caimi
18,COYTEX.S.A.S,1,director.comercial@coytex.com.co,+573172307914,www.youtube.com; https://www.google-analytics.com; https://www.google.com,1850,1000+,https://www.commonobjective.co/coytex-s-a-s
18,Enka,1,wilson.montoya@enka.com.co,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1964,1000+,https://www.commonobjective.co/enka
18,Hainsworth,1,julieroberts@awhainsworth.co.uk,+441133955638,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1850,50-249,https://www.commonobjective.co/hainsworth
18,YellowBag Foundation,1,krishnan@theyellowbag.org,+919884952604,www.youtube.com; https://www.google-analytics.com; https://www.google.com,2014,250-999,https://www.commonobjective.co/yellowbag-foundation
18,Sheer by Nature,1,johannaproudlove@gmail.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,1-4,https://www.commonobjective.co/sheer-by-nature
18,Toast Handmade,1,plasticityplastic@gmail.com,,https://www.google-analytics.com; https://www.google.com; www.theslowmadecollective.co.za,2020,1-4,https://www.commonobjective.co/toast-handmade
18,DEW Crafts,1,dewsalam@gmail.com,+8801715120140,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,5-9,https://www.commonobjective.co/dew-crafts
18,Visur Studios,1,hafizvisur@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/visur-studios
18,Acre & Holt,1,zara@settlersstores.co.uk,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2013,1-4,https://www.commonobjective.co/settlers-stores
18,SIMCO INTL,1,deepak08787@yahoo.co.in,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,,https://www.commonobjective.co/simco-intl
18,MOP BUTTONS,2,mopbuttons@126.com; mopbuttons@outlook.com,+86 13660197494,http://www.mopbuttons.com; https://www.google-analytics.com; https://www.google.com,2008,10-49,https://www.commonobjective.co/mop-buttons
18,FM Buttons,1,lukas@buttons.lt,+37065601835,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1995,10-49,https://www.commonobjective.co/fm-buttons
18,Mantero Seta S.p.a,2,francesca.tongiorgi@mantero.com; nadia.grechina@mantero.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1902,250-999,https://www.commonobjective.co/mantero-seta-s-p-a
18,imogo,1,per.stenflo@imogotech.com,+46793399977,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2018,1-4,https://www.commonobjective.co/imogo
18,Asquith Group Ltd,1,jeff@asquith-group.com,,http://www.asquith-group.com; www.google.com; https://www.googletagmanager.com,1990,,https://www.commonobjective.co/asquith-group-ltd
19,KARFFANY | Jacqueline Muñoz,1,andres@alpacamodaec.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1988,5-9,https://www.commonobjective.co/karffany-jacqueline-munoz
19,EcuadorianHands,1,palosanto@ecuadorianhands.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2005,10-49,https://www.commonobjective.co/ecuadorianhands
19,The Pattern Etica Ltd,1,thepatternetica@gmail.com,+447310604084,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/the-pattern-etica-ltd
19,Simple Chic Women,1,alicia.corsar@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/simple-chic-women
19,LEIPA,1,sarah.lesting@leipa.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,1000+,https://www.commonobjective.co/leipa
19,"G Mega Textile Enterprise Co., Ltd.",2,shuangi.tseng@gmega.com.tw; cherry.chen@gmega.com.tw,+886222900101,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1987,10-49,https://www.commonobjective.co/g-mega-textile-enterprise-co-ltd
19,Geetanjali Woollens,1,deepak@geetanjaliwoollens.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/geetanjali-woollens
19,Pameks Textile,1,aysegoksel1@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1986,250-999,https://www.commonobjective.co/pameks-textile
19,Japonica Collection,1,jashburn@bigpond.net.au,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/japonica-collection
19,Dani Ortman,1,dani@daniortman.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,1-4,https://www.commonobjective.co/dani-ortman-business
19,ALMA GREEN DESIGN,1,sylvie@almagreendesign.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,1-4,https://www.commonobjective.co/alma-green-design
19,Walter Rudy Limited,1,trevor@walterrudy.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2012,1-4,https://www.commonobjective.co/walter-rudy-limited
19,FLOC,1,jambo@floc-suspend.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,,https://www.commonobjective.co/floc
19,Mainetti,1,shirley.tin@mainetti.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1961,1000+,https://www.commonobjective.co/mainetti
19,Ananta Group,0,,,https://www.google-analytics.com; https://www.google.com; http://www.ananta-bd.com,1992,,https://www.commonobjective.co/ananta-group
19,Asrotex,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1995,,https://www.commonobjective.co/asrotex
19,Creare Group LLC,1,cassondra.kenny@crearegroup.com,,www.crearegroup.com; https://www.google-analytics.com; https://www.google.com,2008,,https://www.commonobjective.co/creare-group-llc
19,Kayla T. Ltd,1,ute@kaylat-ltd.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1995,,https://www.commonobjective.co/kayla-t-ltd
19,Cortec clothes-hangers,1,H.Schoelch@cortec-gmbh.de,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,1000+,https://www.commonobjective.co/cortec-clothes-hangers
19,Berto Industria Tessile,0,,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1887,250-999,https://www.commonobjective.co/berto-industria-tessile
